case_id,round,layer,category,priority,lang,sources,req_types,target,suggested_executor,executor,status,verdict,failure_category,llm_model,executed_at,reviewer,reviewed_at,screenshot_count,completeness_pct,issue_count,updated_at
ss_sensor_zenodo_002,2,single_source,sensor,P2,EN,zenodo,sensor_data,Find a force-torque sensor dataset for a robotic gripper on Zenodo,F,F,已判定,PASS_WITH_FALLBACK,,deepseek-chat,2026-08-22T19:09:26+08:00,,,3,100.0,8,2026-08-23T01:38:39+08:00
ss_code_github_001,2,single_source,code,P1,ZH,github,code,获取一个 GitHub 上用于机械臂运动学求解的 Python 仓库代码,A,A,已判定,FAIL,P5_RUNTIME,qwen3.7-plus,2026-08-22T08:09:47,,,4,92.6,1,2026-08-23T01:38:39+08:00
ss_code_hf_001,2,single_source,code,P2,EN,huggingface,code,Find a Hugging Face Space/Repo with robot grasping inference code,C,C,已判定,PASS_WITH_FALLBACK,,qwen-turbo,2026-08-21T10:36:05+08:00,,,5,100.0,0,2026-08-23T01:38:39+08:00
ss_policy_hf_001,2,single_source,policy,P1,ZH,huggingface,policy_model,获取一个 Hugging Face 上的机械臂抓取策略模型权重,D,D,已判定,FAIL,P2_RETRIEVE,qwen-plus,2026-08-21T21:13:11+08:00,,,0,96.3,4,2026-08-23T01:38:39+08:00
ss_policy_github_001,2,single_source,policy,P2,EN,github,policy_model,Find a GitHub repo releasing a learned manipulation policy checkpoint,E,E,已判定,FAIL,P2_RETRIEVE,qwen-plus,2026-08-22T10:20:35+08:00,,,4,96.3,5,2026-08-23T01:38:39+08:00
ss_grasp_ycb_001,2,single_source,grasp,P1,ZH,ycb,grasp,获取 YCB 数据集中马克杯的抓取标注,F,F,已判定,FAIL,P3_SOURCE,deepseek-chat,2026-08-22T19:09:41+08:00,,,3,100.0,6,2026-08-23T01:38:39+08:00
ss_grasp_dexgrasp_002,2,single_source,grasp,P2,ZH,dexgrasp,grasp,获取 DexGraspNet 中 bowl 的抓取文件（中文）,A,A,已判定,FAIL,P2_RETRIEVE,qwen3.7-plus,2026-08-22T08:49:43,,,5,100.0,1,2026-08-23T01:38:39+08:00
ss_mesh_gso_001,2,single_source,mesh,P2,ZH,google_scanned,mesh,获取 Google Scanned Objects 中一个香蕉 mesh 模型（中文）,C,C,已判定,PASS_WITH_FALLBACK,,qwen-turbo,2026-08-21T10:37:01+08:00,,,5,100.0,0,2026-08-23T01:38:39+08:00
ss_mesh_ycb_008,2,single_source,mesh,P2,ZH,ycb,mesh,获取 YCB 数据集中钳子（pliers）的 mesh 模型,D,D,已判定,FAIL,P4_FORMAT,qwen-plus,2026-08-21T20:37:00+08:00,,,0,96.3,5,2026-08-23T01:38:39+08:00
ss_dataset_hf_002,2,single_source,dataset,P2,EN,huggingface,dataset,Find a robot manipulation dataset with action labels on Hugging Face,E,E,已判定,FAIL,P3_SOURCE,qwen-plus,2026-08-21T09:10:23+08:00,,,3,100.0,6,2026-08-23T01:38:39+08:00
ss_dataset_graspnet_001,2,single_source,dataset,P2,ZH,graspnet,dataset,获取 GraspNet 数据集中某个物体的点云与标注（中文）,F,F,已判定,FAIL,P2_FORMAT,deepseek-chat,2026-08-22T19:09:53+08:00,,,3,100.0,7,2026-08-23T01:38:39+08:00
ss_urdf_github_001,2,single_source,robot_urdf,P2,ZH,github,robot_urdf,检索 GitHub 上的 UR5 机械臂 URDF 模型,A,A,已判定,FAIL,P4_FORMAT,qwen3.7-plus,2026-08-22T09:40:52,,,6,100.0,1,2026-08-23T01:38:39+08:00
ss_urdf_kinova_005,2,single_source,robot_urdf,P2,EN,kinova,robot_urdf,Find a Kinova Gen3 URDF with gripper for ROS,C,C,已判定,PASS_WITH_FALLBACK,,qwen-turbo,2026-08-21T10:37:53+08:00,,,5,100.0,0,2026-08-23T01:38:39+08:00
ms_009,2,multi_source,end_to_end,P1,EN,kinova;ycb;mujoco,robot_urdf;mesh;grasp;sim_config,Kinova Gen3 grasps YCB bottle in MuJoCo,D,D,已判定,FAIL,P4_FORMAT,qwen-plus,2026-08-21T11:58:22+08:00,,,0,96.3,9,2026-08-23T01:38:39+08:00
ms_010,2,multi_source,end_to_end,P1,ZH,franka;ycb,robot_urdf;mesh;grasp,用 Franka Panda 抓取 YCB 马克杯（无仿真器指定）,E,E,已判定,PASS_WITH_FALLBACK,,qwen-plus,2026-08-20T20:44:54+08:00,,,3,100.0,8,2026-08-23T01:38:39+08:00
ms_011,2,multi_source,end_to_end,P2,EN,allegro;ycb;isaac,robot_urdf;mesh;sim_config,Allegro dexterous hand manipulates YCB cup in Isaac Sim,F,F,已判定,FAIL,P3_SOURCE,deepseek-chat,2026-08-22T19:10:04+08:00,,,3,100.0,12,2026-08-23T01:38:39+08:00
ms_012,2,multi_source,end_to_end,P2,EN,robotiq;google_scanned,robot_urdf;mesh,UR5 with Robotiq 2F-85 grasps a Google Scanned object,A,A,已判定,FAIL,P4_FORMAT,qwen3.7-plus,2026-08-22T07:11:02,,,5,100.0,2,2026-08-23T01:38:39+08:00
ms_013,2,multi_source,end_to_end,P2,ZH,franka;mujoco;huggingface,robot_urdf;sim_config;policy_model,用 Franka Panda 在 MuJoCo 里执行抓取，并加载一个策略模型权重,C,C,已判定,PASS_WITH_FALLBACK,,qwen-turbo,2026-08-21T10:39:46+08:00,,,5,100.0,0,2026-08-23T01:38:39+08:00
ms_014,2,multi_source,end_to_end,P1,ZH,github;huggingface,code;policy_model,找一个机械臂抓取策略的开源代码并加载其 Hugging Face 权重,D,D,已判定,FAIL,P2_RETRIEVE,qwen-plus,2026-08-21T13:52:13+08:00,,,0,96.3,6,2026-08-23T01:38:39+08:00
ms_015,2,multi_source,end_to_end,P1,ZH,zenodo;github,sensor_data;code,结合 Zenodo 传感器数据与 GitHub 代码做机械臂力控,E,E,已判定,PASS_WITH_FALLBACK,,qwen-plus,2026-08-20T20:58:01+08:00,,,3,100.0,5,2026-08-23T01:38:39+08:00
